ID,Customer_Name,Age,Income,Status,SignUp_Date,Score
106,User_106,65.0,43407.23186788584,,2020-04-15,24.34822965762993
107,User_107,32.0,43881.26970843056,Active,2020-04-16,92.70345447963066
108,User_108,25.0,53924.345839587,Inactive,2020-04-17,6.026739028956085
109,User_109,31.0,50182.19763609838,Active,2020-04-18,93.44360268055144
110,User_110,40.0,,,2020-04-19,35.16226872396344
111,User_111,77.0,42152.17859619335,,2020-04-20,10.142082844921651
112,User_112,74.0,,,2020-04-21,48.58717591863256
113,User_113,79.0,46411.628031953675,Active,2020-04-22,25.677656772050796
114,User_114,57.0,62809.62066601784,Pending,2020-04-23,28.487290196192284
115,User_115,38.0,45934.393065671866,Pending,2020-04-24,30.728996492628657
116,User_116,33.0,40803.57975637433,Active,2020-04-25,80.30258978326634
117,User_117,62.0,78684.76459759955,Pending,2020-04-26,53.91612766752545
118,User_118,35.0,65978.40623820377,Active,2020-04-27,31.130769915600364
119,User_119,64.0,23119.323497971778,Inactive,2020-04-28,61.03337833109184
120,User_120,70.0,,Active,2020-04-29,71.61506742231936
121,User_121,41.0,,Active,2020-04-30,27.262400073353376
122,User_122,,32050.092961797167,Active,2020-05-01,41.354910152535155
123,User_123,42.0,,Inactive,2020-05-02,12.188609333694755
124,User_124,77.0,60005.84155204687,Active,2020-05-03,18.11493495346803
125,User_125,77.0,39512.80132862124,Pending,2020-05-04,68.11178539649828
126,User_126,77.0,49867.74430631289,Active,2020-05-05,18.143834769562694
127,User_127,62.0,18649.733770545805,Active,2020-05-06,52.516338366706016
128,User_128,58.0,76556.47274850078,Inactive,2020-05-07,70.90462617224327
129,User_129,46.0,45363.61236204617,Pending,2020-05-08,10.687692309474384
130,User_130,32.0,62057.19577064388,Active,2020-05-09,56.73122196289035
131,User_131,62.0,59207.62012213137,Inactive,2020-05-10,25.656278370136377
132,User_132,18.0,70368.21182149982,Pending,2020-05-11,96.29268752375798
133,User_133,42.0,43500.448896461596,Inactive,2020-05-12,48.35456467199247
134,User_134,24.0,53057.340912912005,Active,2020-05-13,80.59925497751581
135,User_135,26.0,58386.63803921791,Active,2020-05-14,55.022654215626176
136,User_136,41.0,63088.12387145719,Pending,2020-05-15,4.341253285481916
137,User_137,18.0,67315.31507613386,Active,2020-05-16,63.31513755940223
138,User_138,61.0,42839.27404137019,Pending,2020-05-17,95.14033422066571
139,User_139,25.0,40036.58835043366,Inactive,2020-05-18,60.16118201463312
140,User_140,41.0,70401.67049372257,,2020-05-19,81.91888594267903
141,User_141,28.0,19443.860975417916,Pending,2020-05-20,88.42064633484078
142,User_142,68.0,73550.48420814009,,2020-05-21,22.807977194893247
143,User_143,34.0,45465.13636885538,Active,2020-05-22,21.204483990822666
144,User_144,25.0,,Pending,2020-05-23,61.09809888509917
145,User_145,52.0,39764.860983197694,Active,2020-05-24,
146,User_146,52.0,49277.0677169628,Active,2020-05-25,83.98613028667204
147,User_147,50.0,69067.07338971373,Inactive,2020-05-26,90.00231233980112
148,User_148,76.0,61562.94652196059,Pending,2020-05-27,35.34213793027181
149,User_149,,57390.29725700608,,2020-05-28,23.687055897448207
150,User_150,59.0,,Pending,2020-05-29,78.05255152438619
151,User_151,56.0,28315.85041291876,Active,2020-05-30,27.48060355481361
152,User_152,75.0,37337.9462972339,Active,2020-05-31,
153,User_153,58.0,44851.98145053248,Pending,2020-06-01,42.37382536487628
154,User_154,45.0,56865.146816432585,Active,2020-06-02,66.75498992914704
155,User_155,24.0,51044.78996778319,Active,2020-06-03,9.553531383466819
156,User_156,26.0,64752.56459537698,Active,2020-06-04,62.3859324676573
157,User_157,145.0,57104.41081591347,Active,2020-06-05,45.17676787372291
158,User_158,29.0,50815.25866907857,Active,2020-06-06,
159,User_159,51.0,84136.41946350805,Active,2020-06-07,16.801420774486342
160,User_160,50.0,56093.40027574892,Active,2020-06-08,73.68737449441821
161,User_161,65.0,43520.866975874414,Active,2020-06-09,86.27970775432286
162,User_162,72.0,77899.50509730395,,2020-06-10,21.673980009077564
163,User_163,40.0,68006.17322620098,Active,2020-06-11,9.571455552016172
164,User_164,79.0,77241.31685365722,Active,2020-06-12,2.3638586046336396
165,User_165,41.0,48336.02096555735,Inactive,2020-06-13,64.1971500443266
166,User_166,54.0,64644.63689721654,Active,2020-06-14,60.70940360887808
167,User_167,52.0,28207.258113914588,,2020-06-15,54.669741271407005
168,User_168,61.0,61760.09616371253,Pending,2020-06-16,23.194709611597542
169,User_169,57.0,47634.14062618845,Active,2020-06-17,39.09059959055147
170,User_170,39.0,29674.130667231017,Active,2020-06-18,59.4476335186173
171,User_171,44.0,65489.00606026965,Pending,2020-06-19,49.67668588591694
172,User_172,,22848.03012505976,,2020-06-20,98.77855202148874
173,User_173,18.0,21309.402244036715,Active,2020-06-21,13.643975255673313
174,User_174,52.0,55437.14688207953,Inactive,2020-06-22,69.51445540475937
175,User_175,,58570.21265490182,Active,2020-06-23,40.431876810429216
176,User_176,64.0,64557.85730019816,,2020-06-24,42.819961492561475
177,User_177,31.0,61129.44524794198,Active,2020-06-25,71.75977656581762
178,User_178,20.0,,,2020-06-26,
179,User_179,,60503.64430043629,Inactive,2020-06-27,99.12559937021884
180,User_180,22.0,,Inactive,2020-06-28,12.839428945412523
181,User_181,43.0,,Inactive,2020-06-29,10.410964938416633
182,User_182,72.0,45766.682165191836,Active,2020-06-30,72.43388171287411
183,User_183,31.0,54432.16286634775,Active,2020-07-01,57.83869170064091
184,User_184,56.0,33539.81197150012,Active,2020-07-02,27.416066655980586
185,User_185,,55113.8329783843,Active,2020-07-03,7.9419368988986605
186,User_186,26.0,48703.7973975258,Pending,2020-07-04,8.565824959643054
187,User_187,32.0,54134.527368311115,Active,2020-07-05,89.41908746641182
188,User_188,32.0,54180.84552455992,Active,2020-07-06,19.18673247187429
189,User_189,43.0,13216.030980264004,,2020-07-07,32.33715621155208
190,User_190,,36480.59272002998,Pending,2020-07-08,22.6656402226988
191,User_191,77.0,48370.57003866717,,2020-07-09,35.49963058319373
192,User_192,30.0,49167.72562553489,,2020-07-10,6.942384274609337
193,User_193,68.0,53890.83963499541,Active,2020-07-11,
194,User_194,,54535.22435497464,Active,2020-07-12,6.76125635922149
195,User_195,56.0,72743.49984400845,Pending,2020-07-13,80.03565078223616
196,User_196,66.0,54686.87721646921,Inactive,2020-07-14,23.3712081910433
197,User_197,69.0,45304.64437675339,Active,2020-07-15,54.00119146045106
198,User_198,78.0,26013.147911937762,Pending,2020-07-16,88.00790875614582
199,User_199,49.0,,Active,2020-07-17,65.08773690471942
200,User_200,21.0,58032.37714962807,Active,2020-07-18,53.29577865513353
201,User_201,47.0,65906.70221165702,Inactive,2020-07-19,32.43337531153756
202,User_202,54.0,73120.56495377274,Inactive,2020-07-20,33.300191305819794
203,User_203,40.0,,Inactive,2020-07-21,66.94869551981901
204,User_204,56.0,45442.033468536094,Active,2020-07-22,99.41393612211675
205,User_205,62.0,,Pending,2020-07-23,66.18391898493786
206,User_206,32.0,,Active,2020-07-24,55.77834173700249
207,User_207,,,Active,2020-07-25,73.06505102392461
208,User_208,46.0,73268.94282099456,Pending,2020-07-26,46.52056122837182
209,User_209,53.0,,,2020-07-27,6.0142342600785215
210,User_210,30.0,67298.67779642684,Pending,2020-07-28,56.22968158779098
211,User_211,49.0,,Pending,2020-07-29,95.76252845053801
212,User_212,24.0,52491.321987622265,Inactive,2020-07-30,17.530294235765965
213,User_213,76.0,34694.251291067674,Inactive,2020-07-31,69.00048908206658
214,User_214,68.0,45963.583431065745,Active,2020-08-01,20.093368865905646
215,User_215,39.0,72335.67760826719,Active,2020-08-02,53.582768447308126
216,User_216,45.0,63167.37752720171,Active,2020-08-03,9.667644964671961
217,User_217,19.0,,Active,2020-08-04,45.037093625818514
218,User_218,59.0,44865.37042063401,Pending,2020-08-05,75.61633288952461
219,User_219,62.0,,Active,2020-08-06,
220,User_220,79.0,,Active,2020-08-07,
221,User_221,74.0,63290.9534036923,Active,2020-08-08,79.54499607897291
222,User_222,70.0,,Inactive,2020-08-09,92.71778194794527
223,User_223,23.0,53002.01628760134,Active,2020-08-10,23.464208185545353
224,User_224,45.0,17437.01257804385,Pending,2020-08-11,39.931591580930814
225,User_225,45.0,42699.28255935876,Active,2020-08-12,15.241601333041743
226,User_226,61.0,70016.68461296204,Active,2020-08-13,99.24835021583752
227,User_227,61.0,64723.210650951216,Inactive,2020-08-14,92.70009679242953
228,User_228,37.0,54960.50835595898,Pending,2020-08-15,53.99571302805596
229,User_229,47.0,49779.22612047595,Active,2020-08-16,84.20332943764213
230,User_230,79.0,61946.0814454449,Inactive,2020-08-17,52.09579772720422
231,User_231,28.0,45779.2234017337,Inactive,2020-08-18,62.35856880027597
232,User_232,75.0,25029.602057074884,Active,2020-08-19,8.912443211601662
233,User_233,72.0,49907.01290489191,Pending,2020-08-20,75.52704204968079
234,User_234,45.0,56046.78990628366,Pending,2020-08-21,12.771348363523483
235,User_235,,66840.16527197031,Inactive,2020-08-22,82.60676302525283
236,User_236,56.0,28382.06359256002,Pending,2020-08-23,78.20280876703859
237,User_237,79.0,48156.33040172817,Pending,2020-08-24,70.87446977429764
238,User_238,50.0,48870.44517867315,Pending,2020-08-25,3.6160380524762115
239,User_239,,33481.22142729332,Pending,2020-08-26,30.31283559453286
240,User_240,74.0,57315.0991238494,Inactive,2020-08-27,26.311256991084285
241,User_241,44.0,61210.52047417702,Inactive,2020-08-28,36.01364074715191
242,User_242,79.0,,Inactive,2020-08-29,8.764274676383854
243,User_243,74.0,80826.38912932208,Pending,2020-08-30,93.69578230310628
244,User_244,69.0,,Active,2020-08-31,55.38022407123763
245,User_245,30.0,43299.747939639994,Pending,2020-09-01,
246,User_246,,,Pending,2020-09-02,39.698151707428345
247,User_247,20.0,,Active,2020-09-03,44.72025405048357
248,User_248,56.0,41614.61760149215,Pending,2020-09-04,60.05943333606173
249,User_249,23.0,,Active,2020-09-05,51.567942769649775
250,User_250,25.0,47127.00764130061,Active,2020-09-06,91.93919732144174
251,User_251,44.0,50862.110045364454,Pending,2020-09-07,49.696348290583025
252,User_252,26.0,15757.962649388028,Active,2020-09-08,99.21580148233127
253,User_253,,48470.757312802154,Pending,2020-09-09,85.14249577450957
254,User_254,54.0,-10000.0,Pending,2020-09-10,20.85105143573358
255,User_255,50.0,,Inactive,2020-09-11,93.05952146439162
256,User_256,,68069.52608863739,Active,2020-09-12,11.636639788547608
257,User_257,59.0,62770.31396900765,Active,2020-09-13,81.74497084911916
258,User_258,61.0,40694.544161966725,Inactive,2020-09-14,38.06232934765801
259,User_259,41.0,38953.81741613531,,2020-09-15,87.79743204450695
260,User_260,32.0,58692.56602324781,Inactive,2020-09-16,86.80566901074504
261,User_261,76.0,550000.0,Active,2020-09-17,80.59254001176211
262,User_262,,31579.189713145635,Inactive,2020-09-18,79.00304363070614
263,User_263,49.0,85612.12615100894,Inactive,2020-09-19,30.46791390980408
264,User_264,,,Pending,2020-09-20,8.091928305125219
265,User_265,41.0,40602.13725967184,Active,2020-09-21,
266,User_266,,17118.049156370318,Pending,2020-09-22,17.35245149865087
267,User_267,69.0,62771.03138568243,Inactive,2020-09-23,69.49510889024617
268,User_268,66.0,35180.96231305188,,2020-09-24,34.609972653778556
269,User_269,79.0,50429.30839351739,Active,2020-09-25,97.56102008599149
270,User_270,150.0,,Inactive,2020-09-26,64.0972077345332
271,User_271,75.0,,,2020-09-27,82.24805636343609
272,User_272,,51192.236777263075,Active,2020-09-28,13.252467274184843
273,User_273,29.0,72856.81115290713,,2020-09-29,86.20144822726226
274,User_274,,13148.79414704781,Inactive,2020-09-30,92.27571905133944
275,User_275,56.0,37842.41229531172,Active,2020-10-01,48.70619188189359
276,User_276,,36431.87174319393,Active,2020-10-02,60.625293775097745
277,User_277,20.0,47196.42316159386,Pending,2020-10-03,76.48098009029954
278,User_278,66.0,,Active,2020-10-04,17.483862726041256
279,User_279,54.0,34081.06050580114,Inactive,2020-10-05,50.25660764634424
280,User_280,66.0,40184.39980830476,Active,2020-10-06,39.86630277723131
281,User_281,73.0,38401.62544320765,Inactive,2020-10-07,14.63739921622491
282,User_282,34.0,44738.161322406966,Active,2020-10-08,36.753442229153144
283,User_283,76.0,53273.34098796645,Pending,2020-10-09,6.817230938549357
284,User_284,,63658.46183556621,,2020-10-10,2.5811906949486985
285,User_285,,65829.96494819623,,2020-10-11,13.516628915482276
286,User_286,19.0,59804.51392002986,Pending,2020-10-12,96.31151115891738
287,User_287,45.0,,Active,2020-10-13,54.952953589501696
288,User_288,71.0,49950.56119508969,Pending,2020-10-14,96.582216115322
289,User_289,40.0,85614.94105238582,Active,2020-10-15,43.2497878330132
290,User_290,,65217.99039030947,Active,2020-10-16,31.181613308525957
291,User_291,,43392.43161689713,Active,2020-10-17,50.61418628402441
292,User_292,50.0,73730.5727444567,Active,2020-10-18,43.95116886329101
293,User_293,18.0,44178.96215303879,Pending,2020-10-19,10.566468426174392
294,User_294,36.0,39973.97047545098,Inactive,2020-10-20,64.08263146902063
295,User_295,79.0,70935.97903892846,Active,2020-10-21,21.60381825095996
296,User_296,19.0,30355.260649821525,Active,2020-10-22,61.95879548978296
297,User_297,70.0,21293.336295974656,,2020-10-23,65.02010923981534
298,User_298,61.0,64119.26867090713,Active,2020-10-24,15.20248531286481
299,User_299,43.0,,Active,2020-10-25,6.134962711066816
300,User_300,,51910.48217805734,Active,2020-10-26,78.07615860684398
301,User_301,23.0,44578.65740859534,Pending,2020-10-27,45.98004237693202
302,User_302,49.0,46422.599489239125,Inactive,2020-10-28,5.816379550547579
303,User_303,72.0,43128.35145752935,Active,2020-10-29,99.48663171697672
304,User_304,21.0,40610.106046183995,Active,2020-10-30,5.778056099636664
305,User_305,72.0,44271.346664468576,Inactive,2020-10-31,69.50352288585532
306,User_306,28.0,43798.2314177345,Inactive,2020-11-01,98.36789252634136
307,User_307,73.0,37571.24343471897,Active,2020-11-02,23.918010421592562
308,User_308,,,,2020-11-03,
309,User_309,34.0,12458.607175066769,Active,2020-11-04,12.138493942242889
310,User_310,55.0,60269.63302332753,Active,2020-11-05,30.327514756759555
311,User_311,41.0,55853.799034747135,,2020-11-06,10.10458110106467
312,User_312,,48726.367512562516,Active,2020-11-07,69.2161341694132
313,User_313,69.0,53559.86577139615,Inactive,2020-11-08,6.229179813006269
314,User_314,51.0,,Active,2020-11-09,
315,User_315,23.0,39139.973050935514,Active,2020-11-10,99.66968538529768
316,User_316,39.0,42011.29546669393,,2020-11-11,81.39702695060188
317,User_317,28.0,57924.74914445564,Active,2020-11-12,61.52194382310109
318,User_318,65.0,53112.55227738704,Pending,2020-11-13,30.625362078661166
319,User_319,33.0,,Active,2020-11-14,62.389583629163845
320,User_320,50.0,74294.18233155967,Active,2020-11-15,52.70414639116516
321,User_321,26.0,63995.182105825246,Active,2020-11-16,42.60833838903715
322,User_322,77.0,38573.97626408271,Inactive,2020-11-17,
323,User_323,76.0,41531.644950956375,Active,2020-11-18,
324,User_324,23.0,34969.299145568984,Pending,2020-11-19,44.97846488213225
325,User_325,33.0,54196.360246800636,Active,2020-11-20,19.462251182076507
326,User_326,46.0,8885.677333104475,,2020-11-21,36.77593508772896
327,User_327,20.0,43120.710845855014,Active,2020-11-22,41.4129752528927
328,User_328,37.0,45399.25401017274,Pending,2020-11-23,82.75378955668742
329,User_329,77.0,27135.64200245012,Pending,2020-11-24,73.3614380561402
330,User_330,76.0,,Pending,2020-11-25,76.93048936413398
331,User_331,,32912.87407115176,Pending,2020-11-26,1.1031264428647214
332,User_332,36.0,54016.13998554892,Pending,2020-11-27,
333,User_333,43.0,91756.66135233577,Inactive,2020-11-28,48.13441516353236
334,User_334,20.0,25834.91585067168,Active,2020-11-29,
335,User_335,36.0,47771.72892489426,Active,2020-11-30,25.98132087450342
336,User_336,37.0,43888.09793547102,,2020-12-01,76.0289823122135
337,User_337,49.0,,Inactive,2020-12-02,13.710970572899905
338,User_338,24.0,61403.7664195304,Pending,2020-12-03,53.531013145259166
339,User_339,69.0,,Active,2020-12-04,
340,User_340,58.0,61574.57223952004,Active,2020-12-05,1.2120774643893273
341,User_341,50.0,39149.91376323149,Active,2020-12-06,24.12014575995415
342,User_342,57.0,86507.72117603626,Inactive,2020-12-07,97.58737549100537
343,User_343,56.0,23446.35217487162,Active,2020-12-08,80.15371118829896
344,User_344,35.0,34510.56396448558,Active,2020-12-09,95.95766443210334
345,User_345,57.0,52545.9392658556,Active,2020-12-10,
346,User_346,,51340.908787184744,Active,2020-12-11,10.973619867750351
347,User_347,28.0,57320.66119068124,Inactive,2020-12-12,54.79594889736929
348,User_348,45.0,73702.01142612803,Active,2020-12-13,45.43773345599609
349,User_349,74.0,48202.23620951602,Pending,2020-12-14,84.4357082739616
350,User_350,42.0,,Active,2020-12-15,9.808258078424458
351,User_351,67.0,41082.25920913626,Active,2020-12-16,
352,User_352,40.0,58824.92777690964,Active,2020-12-17,15.004866469398426
353,User_353,,45222.82234024491,Active,2020-12-18,32.467592689006
354,User_354,47.0,45214.14468400485,Active,2020-12-19,73.73570773877996
355,User_355,59.0,58152.24729445666,Active,2020-12-20,47.601812936876655
356,User_356,52.0,65523.81390620898,Inactive,2020-12-21,37.58882851457693
357,User_357,24.0,16878.401724891846,Active,2020-12-22,39.44762785700353
358,User_358,77.0,55411.67637010143,Inactive,2020-12-23,45.94467684059866
359,User_359,33.0,45946.95021983692,Pending,2020-12-24,78.50165438370568
360,User_360,43.0,64214.25406492114,Pending,2020-12-25,89.20846889402344
361,User_361,,46248.16098388233,Active,2020-12-26,95.53346865039283
362,User_362,74.0,69515.7864974345,Active,2020-12-27,78.6903386255295
363,User_363,69.0,39853.80469273942,Active,2020-12-28,31.540689574801274
364,User_364,77.0,-20000.0,Active,2020-12-29,68.81347060865421
365,User_365,66.0,,,2020-12-30,43.760312405539196
366,User_366,19.0,37346.82556631794,Active,2020-12-31,25.467062204605117
367,User_367,18.0,26296.220948847094,Active,2021-01-01,84.08715794259226
368,User_368,65.0,50240.80127965896,Inactive,2021-01-02,3.8426348962324997
369,User_369,79.0,46412.32000954747,Pending,2021-01-03,90.17619921354235
370,User_370,29.0,62346.5746361751,Inactive,2021-01-04,46.147746462473414
371,User_371,22.0,,Active,2021-01-05,63.72014768082804
372,User_372,54.0,51434.30668834089,Active,2021-01-06,65.93539222057827
373,User_373,49.0,36727.76087123023,Inactive,2021-01-07,
374,User_374,76.0,54304.11891836447,Active,2021-01-08,63.66696821672073
375,User_375,72.0,,Active,2021-01-09,61.39335847600618
376,User_376,26.0,58534.05011704462,Active,2021-01-10,6.665204056068996
377,User_377,58.0,36877.899293829476,Active,2021-01-11,51.84080219452041
378,User_378,52.0,43994.406902486706,Active,2021-01-12,15.016900081704165
379,User_379,36.0,57640.67174504159,Active,2021-01-13,73.74337687214856
380,User_380,65.0,68709.90582847586,Inactive,2021-01-14,51.22219208126745
381,User_381,33.0,64488.83011939385,Inactive,2021-01-15,68.02277792083532
382,User_382,20.0,51230.82306729197,Pending,2021-01-16,4.167290060238427
383,User_383,37.0,,Active,2021-01-17,8.479201604580322
384,User_384,41.0,56057.308380189585,Active,2021-01-18,71.63233880626822
385,User_385,,33629.143440597945,Active,2021-01-19,7.208433599867337
386,User_386,73.0,37744.97841108659,Inactive,2021-01-20,7.12567277652586
387,User_387,50.0,72646.56968689435,Pending,2021-01-21,1.210847523488745
388,User_388,41.0,56030.517200703835,Active,2021-01-22,95.65013982994802
389,User_389,69.0,500000.0,,2021-01-23,73.75083594590069
390,User_390,28.0,62437.08026877903,Active,2021-01-24,35.32514085020642
391,User_391,66.0,,Inactive,2021-01-25,29.65355812876552
392,User_392,25.0,43330.43662631539,Pending,2021-01-26,34.97032297458495
393,User_393,53.0,43588.880863257866,Pending,2021-01-27,77.46535311811819
394,User_394,55.0,41710.31339979492,Pending,2021-01-28,66.13706110704143
395,User_395,,64457.75478073042,Pending,2021-01-29,18.519556786746794
396,User_396,37.0,64603.36171280186,Active,2021-01-30,17.410933533408436
397,User_397,79.0,70788.54981936648,Pending,2021-01-31,9.839564971339732
398,User_398,52.0,65129.04424773254,Active,2021-02-01,66.03027197013381
399,User_399,65.0,25516.728808572218,Pending,2021-02-02,76.43726622217359
400,User_400,79.0,54214.46481377299,Inactive,2021-02-03,26.5046428325004
401,User_401,42.0,34124.218957294215,Pending,2021-02-04,2.094496103091281
402,User_402,52.0,42306.28437542877,Active,2021-02-05,8.217166747642734
